"filenames","NN_Pred_Median","Lower_Quantile_0.025","Upper_Quantile_0.975"
"SABL_COMBO2022_NIR0022I_PRD_1623_102156663_O1",55.9656,50.2475,62.6555
"SABL_COMBO2022_NIR0022I_PRD_1624_102156664_O1",8.5834,7.065,10.2768
"SABL_COMBO2022_NIR0022I_PRD_1625_102156665_O1",5.6825,4.6927,6.8619
"SABL_COMBO2022_NIR0022I_PRD_1626_102156666_O1",2.1176,1.8263,2.4673
"SABL_COMBO2022_NIR0022I_PRD_1627_102156667_O1",9.0015,7.5787,10.4354
"SABL_COMBO2022_NIR0022I_PRD_1628_102156668_O1",18.0139,15.594,20.7351
"SABL_COMBO2022_NIR0022I_PRD_1629_102156669_O1",1.9392,1.6223,2.235
"SABL_COMBO2022_NIR0022I_PRD_1630_102156670_O1",0.1702,0,0.4012
"SABL_COMBO2022_NIR0022I_PRD_1632_102156672_O1",7.8805,6.1936,9.4067
"SABL_COMBO2022_NIR0022I_PRD_1633_102156673_O1",12.9458,10.1305,15.0254
"SABL_COMBO2022_NIR0022I_PRD_1634_102156674_O1",8.8707,7.1515,10.9268
"SABL_COMBO2022_NIR0022I_PRD_1635_102156675_O1",7.2022,5.8794,8.632
"SABL_COMBO2022_NIR0022I_PRD_1636_102156676_O1",8.4599,7.0331,9.8191
"SABL_COMBO2022_NIR0022I_PRD_1638_102156678_O1",1.9775,1.6444,2.2871
"SABL_COMBO2022_NIR0022I_PRD_1639_102156679_O1",2.209,1.8092,2.6321
"SABL_COMBO2022_NIR0022I_PRD_1640_102156680_O1",6.3865,4.7204,8.2364
"SABL_COMBO2022_NIR0022I_PRD_1641_102156681_O1",7.57,6.5001,8.7756
"SABL_COMBO2022_NIR0022I_PRD_1642_102156682_O1",2.8942,2.1952,3.4996
"SABL_COMBO2022_NIR0022I_PRD_1643_102156683_O1",2.0763,1.665,2.4652
"SABL_COMBO2022_NIR0022I_PRD_1644_102156684_O1",1.9003,1.6175,2.2153
"SABL_COMBO2022_NIR0022I_PRD_1645_102156685_O1",1.973,1.6613,2.2612
"SABL_COMBO2022_NIR0022I_PRD_1646_102156686_O1",2.2172,1.9034,2.5545
"SABL_COMBO2022_NIR0022I_PRD_1648_102156688_O1",5.0139,3.9646,6.0289
"SABL_COMBO2022_NIR0022I_PRD_1649_102156689_O1",10.3031,8.4344,11.9048
"SABL_COMBO2022_NIR0022I_PRD_1650_102156690_O1",10.623,8.615,12.4055
"SABL_COMBO2022_NIR0022I_PRD_1651_102156691_O1",3.3322,2.6261,4.1226
"SABL_COMBO2022_NIR0022I_PRD_1653_102156693_O1",4.0442,3.1012,5.1258
"SABL_COMBO2022_NIR0022I_PRD_1654_102156694_O1",1.5938,1.2231,1.9002
"SABL_COMBO2022_NIR0022I_PRD_1656_102156696_O1",1.3083,0.9039,1.5704
"SABL_COMBO2022_NIR0022I_PRD_1657_102156697_O1",2.0608,1.718,2.388
"SABL_COMBO2022_NIR0022I_PRD_1658_102156698_O1",2.0385,1.752,2.3687
"SABL_COMBO2022_NIR0022I_PRD_1659_102156699_O1",5.6945,4.4897,7.1879
"SABL_COMBO2022_NIR0022I_PRD_1660_102154715_O1",7.7105,6.2719,9.269
"SABL_COMBO2022_NIR0022I_PRD_1661_102154721_O1",8.6051,7.0634,10.5364
"SABL_COMBO2022_NIR0022I_PRD_1662_102154722_O1",10.5119,8.7976,12.2912
"SABL_COMBO2022_NIR0022I_PRD_1663_102154723_O1",1.9995,1.5644,2.3741
"SABL_COMBO2022_NIR0022I_PRD_1664_102154724_O1",3.3141,2.3869,4.5936
"SABL_COMBO2022_NIR0022I_PRD_1665_102154725_O1",3.728,2.6559,5.0057
"SABL_COMBO2022_NIR0022I_PRD_1666_102154726_O1",2.0491,1.7868,2.4295
"SABL_COMBO2022_NIR0022I_PRD_1667_102154727_O1",5.5015,4.6627,6.6584
"SABL_COMBO2022_NIR0022I_PRD_1668_102154728_O1",5.1594,4.4502,6.0222
"SABL_COMBO2022_NIR0022I_PRD_1669_102154729_O1",10.4075,8.7648,11.9489
"SABL_COMBO2022_NIR0022I_PRD_1670_102154730_O1",8.8246,6.809,11.1076
"SABL_COMBO2022_NIR0022I_PRD_1671_102154731_O1",4.7149,3.1513,6.4995
"SABL_COMBO2022_NIR0022I_PRD_1672_102154732_O1",11.4472,9.483,13.2817
"SABL_COMBO2022_NIR0022I_PRD_1673_102154733_O1",4.4149,3.6347,5.3561
"SABL_COMBO2022_NIR0022I_PRD_1674_102154734_O1",61.3201,53.0961,74.0168
"SABL_COMBO2022_NIR0022I_PRD_1675_102154735_O1",14.1118,12.2206,16.527
"SABL_COMBO2022_NIR0022I_PRD_1676_102154736_O1",1.8074,1.5249,2.1434
"SABL_COMBO2022_NIR0022I_PRD_1677_102154737_O1",1.1511,0.9063,1.3745
"SABL_COMBO2022_NIR0022I_PRD_1678_102154738_O1",1.5295,1.2117,1.8195
